PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,
PR2624,7FA1-BC64,03-11-2018,3,2,5,2,0,4,4,4,
PR2625,D245-5D80,03-11-2018,5,4,3,2,3,4,3,3,
PR2626,DD78-E811,04-11-2018,3,3,4,3,0,4,5,5,
PR2627,EC6E-7F42,05-11-2018,3,3,5,3,0,5,5,5,
PR2628,2407-5A4E,05-11-2018,4,4,5,1,0,3,4,3,
PR2629,1363-6BF9,06-11-2018,3,3,2,2,0,4,5,4,
PR263,84E7-02D4,26-03-2014,5,3,5,3,0,5,4,3,
PR2630,1C24-233B,06-11-2018,5,2,5,3,2,3,5,5,
PR2631,67ED-A630,06-11-2018,4,5,2,3,0,5,5,4,
PR2632,CC7A-EE97,06-11-2018,3,2,3,2,1,4,4,4,
PR2633,FD95-9EEB,07-11-2018,3,2,3,2,0,4,5,5,
PR2634,4C62-5BE8,07-11-2018,5,4,5,2,3,4,4,3,
PR2635,B679-F7C9,07-11-2018,5,4,2,3,1,4,3,3,
PR2636,AFDF-3DA8,08-11-2018,5,4,3,1,0,4,3,2,
PR2637,3642-EEAE,08-11-2018,4,3,5,3,1,2,5,5,
PR2638,BAB4-3AC8,08-11-2018,4,5,3,3,2,4,5,5,
PR2639,BFF3-AADC,09-11-2018,3,5,5,1,3,3,3,2,
PR264,6010-A052,26-03-2014,3,2,2,2,1,3,4,3,
PR2640,AB4A-E71A,09-11-2018,4,4,4,1,2,4,3,3,
PR2641,D871-1F74,09-11-2018,3,2,5,3,1,3,3,3,
PR2642,4FC2-A40D,10-11-2018,5,3,4,3,1,3,4,4,
PR2643,3E4A-F28F,11-11-2018,5,2,3,1,3,3,5,5,
PR2644,F578-F0C8,11-11-2018,5,3,5,1,1,5,5,5,
PR2645,2A04-49D1,11-11-2018,5,3,5,1,0,2,5,5,
PR2646,F9E1-87E9,12-11-2018,4,4,3,2,0,4,4,3,
PR2647,A696-1216,13-11-2018,5,5,2,2,0,4,4,4,
PR2648,9728-1A5B,14-11-2018,5,5,3,3,1,5,5,4,
PR2649,4565-62DE,15-11-2018,3,3,2,2,3,3,3,3,
PR265,E9AB-3F99,26-03-2014,5,3,4,1,0,3,4,3,
PR2650,C395-8C36,17-11-2018,3,5,3,3,0,3,4,3,
PR2651,B063-A2B5,17-11-2018,4,3,2,1,2,2,5,5,
PR2652,FB5B-C127,17-11-2018,5,2,3,1,0,5,3,3,
PR2653,C25C-C434,18-11-2018,5,3,4,2,0,2,4,3,
PR2654,4DA0-81D7,18-11-2018,3,2,3,3,1,3,5,5,
PR2655,7DD6-128C,18-11-2018,4,2,5,2,0,5,5,4,
PR2656,0145-DBFC,19-11-2018,5,5,3,3,1,4,5,5,
PR2657,8292-6635,19-11-2018,5,4,5,2,0,3,4,3,
PR2658,085C-7FC2,20-11-2018,5,5,5,1,2,5,5,5,
PR2659,7FFD-C810,21-11-2018,4,3,4,3,0,4,4,3,
PR266,6176-3BEE,28-03-2014,5,5,2,3,0,4,3,3,
PR2660,9360-3A68,21-11-2018,4,4,3,1,2,3,3,3,
PR2661,C219-6C2E,22-11-2018,3,4,2,2,0,3,5,5,
PR2662,1749-81A2,23-11-2018,3,2,2,2,1,4,5,4,
PR2663,C22D-CE5F,24-11-2018,4,3,2,2,2,2,3,3,
PR2664,E523-D168,24-11-2018,5,5,5,2,1,4,5,4,
PR2665,5B11-3DB3,25-11-2018,3,4,4,3,3,3,5,5,
PR2666,6A2B-42DB,25-11-2018,3,5,2,1,2,3,4,3,
PR2667,F838-C681,25-11-2018,4,2,3,3,0,4,5,4,
PR2668,3994-472A,26-11-2018,5,4,4,2,1,5,5,4,
PR2669,12B5-11CC,27-11-2018,4,4,5,1,1,5,3,2,
PR267,47A0-559B,28-03-2014,3,5,5,1,2,2,5,5,
PR2670,4969-9A35,28-11-2018,5,4,5,1,2,5,3,2,
PR2671,2BEA-43B2,28-11-2018,5,3,5,3,2,5,5,5,
PR2672,C54B-DBC5,29-11-2018,3,3,5,3,0,4,5,4,
PR2673,B312-7192,29-11-2018,5,5,2,1,1,5,5,5,
PR2674,296A-A685,30-11-2018,5,2,5,2,1,3,4,3,
PR2675,9FE1-0345,01-12-2018,5,3,3,2,0,2,5,5,
PR2676,F265-79B0,01-12-2018,4,3,2,1,0,4,3,3,
PR2677,4886-62DF,02-12-2018,3,2,4,2,0,3,4,3,
PR2678,BD70-7DAE,03-12-2018,4,3,5,3,2,3,5,4,
PR2679,DDAC-D5FD,03-12-2018,5,4,2,1,2,3,3,2,
PR268,00E4-3D60,30-03-2014,3,5,2,3,3,2,4,4,
PR2680,3D71-8DC2,05-12-2018,5,2,3,2,0,5,4,4,
PR2681,A923-9EF6,05-12-2018,4,2,2,1,3,4,5,4,
PR2682,DFA9-990E,05-12-2018,4,5,3,1,0,4,3,3,
PR2683,D39D-4015,05-12-2018,3,2,5,2,1,2,5,5,
PR2684,4A39-E8E6,05-12-2018,3,4,3,2,3,2,3,3,
PR2685,E927-46D7,06-12-2018,5,5,3,1,1,5,5,5,
PR2686,C6EC-FEB5,07-12-2018,4,2,3,2,3,3,4,3,
PR2687,1B4A-5D80,07-12-2018,5,5,4,3,1,5,4,4,
PR2688,598D-E3B4,08-12-2018,4,3,2,1,2,4,4,3,
PR2689,B98B-4689,08-12-2018,5,4,5,2,0,4,3,3,
PR269,03C5-51AD,31-03-2014,5,4,4,1,1,3,5,5,
PR2690,63BF-A86A,09-12-2018,4,4,2,2,1,2,4,3,
PR2691,58C8-63FA,09-12-2018,4,4,3,1,1,4,4,3,
PR2692,CF8D-7379,11-12-2018,4,2,4,1,0,4,5,4,
PR2693,533B-938D,12-12-2018,5,4,3,2,0,4,4,3,
PR2694,E6D9-ADEE,13-12-2018,4,3,3,2,2,4,5,5,
PR2695,E5C1-B122,13-12-2018,4,3,4,3,1,5,4,4,
PR2696,39FC-7149,13-12-2018,4,3,2,2,1,2,4,4,
PR2697,08FC-817E,15-12-2018,5,3,4,2,3,3,4,3,
PR2698,E55E-9436,16-12-2018,5,2,2,2,0,5,4,4,
PR2699,DF94-FD29,17-12-2018,4,3,5,2,3,2,5,5,
PR27,D4D5-27FB,23-01-2013,5,4,3,1,2,2,4,3,
PR270,A807-DE5D,31-03-2014,3,2,2,3,0,2,3,3,
PR2700,9C71-34AE,18-12-2018,4,5,2,3,1,4,4,4,
PR2701,8E5B-CBBF,18-12-2018,5,3,3,3,2,2,4,4,
PR2702,AF5D-A8C8,19-12-2018,3,2,5,3,2,3,3,2,
PR2703,DCFE-F601,19-12-2018,5,3,3,2,0,5,3,3,
PR2704,0CED-EE28,20-12-2018,5,5,5,1,0,3,4,3,
PR2705,5C61-8F3A,20-12-2018,5,5,5,3,0,5,4,3,
PR2706,13E5-8466,20-12-2018,5,3,2,1,3,2,4,3,
PR2707,10CE-8403,21-12-2018,5,3,3,3,3,5,4,3,
PR2708,A2FB-2D5D,22-12-2018,3,3,3,1,0,5,5,4,
PR2709,F93D-CB5A,22-12-2018,5,2,5,3,2,2,5,4,
PR271,8FD9-AA59,01-04-2014,5,4,4,3,0,2,4,3,
PR2710,0697-ADC3,22-12-2018,5,4,2,3,2,2,3,2,
PR2711,A896-CDE2,22-12-2018,5,2,4,3,1,2,3,2,
PR2712,E681-7B57,24-12-2018,3,4,4,1,0,3,3,3,
PR2713,637B-DBAD,24-12-2018,4,4,2,1,0,3,5,4,
PR2714,D836-B375,24-12-2018,5,5,5,1,0,2,4,3,
PR2715,63E9-F74A,24-12-2018,3,3,4,3,1,4,5,4,
PR2716,B492-D447,24-12-2018,5,5,4,2,3,2,4,3,
PR2717,6C42-A719,25-12-2018,4,2,5,3,2,4,3,3,
PR2718,A9EB-9E41,25-12-2018,3,4,3,1,2,4,5,4,
PR2719,4CA1-F139,26-12-2018,3,5,4,2,0,4,5,4,
PR272,1A6D-AF5D,02-04-2014,5,2,5,1,2,4,3,2,
PR2720,1609-65E1,28-12-2018,3,3,4,2,2,2,5,4,
PR2721,4D7E-BDA4,28-12-2018,5,2,4,3,0,5,3,3,
PR2722,03EF-5904,29-12-2018,5,2,3,3,0,5,4,3,
PR2723,74F2-5C55,30-12-2018,3,5,2,1,2,5,5,5,
PR2724,ACA9-5DC2,30-12-2018,5,5,5,2,1,5,3,2,
PR2725,211E-BC82,30-12-2018,5,3,5,3,1,4,4,3,
PR2726,E47D-E3C5,30-12-2018,4,3,5,1,3,5,4,3,
PR2727,40BE-EEAF,31-12-2018,3,4,4,1,1,5,5,4,
PR2728,79F3-8AA5,31-12-2018,3,5,4,2,0,3,4,4,
PR2729,79F7-78EC,01-01-2019,4,2,5,3,0,3,5,5,
PR273,0210-E0D8,03-04-2014,3,3,3,3,0,2,5,4,
PR2730,41EC-F2AA,01-01-2019,5,4,3,1,1,5,5,4,
PR2731,8462-E88A,01-01-2019,3,5,2,3,0,4,3,2,
PR2732,B61E-0F26,02-01-2019,4,4,4,3,0,3,3,3,
PR2733,F5E3-48BB,02-01-2019,3,2,3,3,0,2,3,3,
PR2734,C2DD-9D37,02-01-2019,5,2,3,1,3,2,5,4,
PR2735,DF71-97FB,02-01-2019,4,3,3,3,0,5,5,4,
PR2736,0678-748A,03-01-2019,4,5,2,1,1,5,3,2,
PR2737,541F-3E19,03-01-2019,3,3,2,1,0,3,3,2,
PR2738,89A6-7EF1,03-01-2019,4,5,4,2,2,2,5,4,
PR2739,C0A1-EB7D,04-01-2019,3,2,5,2,1,5,5,4,
PR274,B6EC-313E,04-04-2014,5,3,2,2,1,3,3,2,
PR2740,1359-BEE3,05-01-2019,5,3,4,1,1,4,4,4,
PR2741,D5DA-363A,06-01-2019,5,2,3,1,1,5,3,3,
PR2742,9E7A-1F70,07-01-2019,3,2,4,1,0,5,4,3,
PR2743,58F5-C8FC,07-01-2019,3,2,4,1,2,1,3,2,
PR2744,C251-2A18,08-01-2019,3,4,4,3,3,2,4,4,
PR2745,79E4-6632,08-01-2019,2,4,4,2,0,2,3,3,
PR2746,05ED-92F1,09-01-2019,3,3,4,1,1,2,4,3,
PR2747,F72D-261D,09-01-2019,1,1,2,2,2,2,4,3,
PR2748,38EB-ADBD,09-01-2019,1,4,3,1,0,4,5,4,
PR2749,D106-E487,09-01-2019,1,1,4,2,0,3,3,3,
PR275,0D8F-C0F3,06-04-2014,3,5,3,2,0,2,5,5,
PR2750,4563-8637,09-01-2019,2,3,1,2,1,2,5,4,
PR2751,774E-685D,10-01-2019,5,5,4,1,3,3,5,4,
PR2752,9937-CDF7,10-01-2019,5,3,3,3,0,2,3,2,
PR2753,7839-CA12,11-01-2019,3,5,4,2,3,2,3,3,
PR2754,EB66-D679,11-01-2019,4,4,5,3,0,5,4,3,
PR2755,F58A-302D,12-01-2019,3,4,4,2,2,2,3,3,
PR2756,12F7-BCBB,13-01-2019,3,5,3,3,1,2,4,3,
PR2757,D045-B6CA,13-01-2019,3,2,2,1,3,4,3,3,
PR2758,B340-5AD2,13-01-2019,3,5,4,1,1,5,5,5,
PR2759,FF14-A43E,14-01-2019,5,5,5,3,1,5,4,4,
PR276,1799-5B3F,06-04-2014,4,5,3,1,1,4,4,3,
PR2760,02DA-7A72,15-01-2019,3,3,2,3,1,5,3,2,
PR2761,28EA-A010,15-01-2019,3,4,5,3,2,5,3,3,
PR2762,CBB3-0D7E,15-01-2019,3,2,4,1,1,3,5,5,
PR2763,C330-DAF4,15-01-2019,3,5,4,3,1,2,3,2,
PR2764,63B8-CCC0,15-01-2019,5,2,3,3,1,2,5,5,
PR2765,79D0-C935,15-01-2019,3,3,5,1,0,4,4,4,
PR2766,B48C-47D0,16-01-2019,5,2,2,1,2,5,3,3,
PR2767,6DEB-F440,16-01-2019,4,5,2,2,0,5,3,2,
PR2768,32AE-C02F,17-01-2019,3,5,3,1,0,3,5,4,
PR2769,8A6B-AD5C,17-01-2019,4,4,5,2,3,2,5,5,
PR277,3B11-DF28,06-04-2014,4,3,2,1,1,5,5,4,
PR2770,8D34-EBDF,17-01-2019,4,5,2,1,0,5,5,4,
PR2771,8BAB-B4A6,17-01-2019,3,2,2,3,0,2,3,3,
PR2772,6FE1-C8A8,18-01-2019,5,5,4,2,2,2,3,2,
PR2773,EB8F-204D,18-01-2019,4,4,2,2,0,4,4,3,
PR2774,D921-AC35,18-01-2019,3,2,3,2,2,4,4,3,
PR2775,6A8B-EC82,18-01-2019,3,4,4,1,1,4,3,2,
PR2776,606E-A262,19-01-2019,4,3,2,3,3,2,5,4,
PR2777,2374-7581,19-01-2019,3,5,4,2,3,5,3,2,
PR2778,D3EB-610D,19-01-2019,3,5,4,2,0,5,4,4,
PR2779,05B0-755F,20-01-2019,3,4,4,1,1,2,5,5,
PR278,076F-8AA3,07-04-2014,5,2,5,3,0,4,3,2,
PR2780,C1E8-5AAB,20-01-2019,4,5,5,1,3,5,3,2,
PR2781,45D2-369E,21-01-2019,3,3,4,3,1,4,4,3,
PR2782,7F1C-20B8,21-01-2019,4,4,5,2,0,4,5,4,
PR2783,F98B-61B3,21-01-2019,4,5,2,1,2,4,5,4,
PR2784,D4D5-27FB,22-01-2019,5,4,5,3,3,2,5,5,
PR2785,9C71-61AE,22-01-2019,5,3,4,3,1,4,3,2,
PR2786,8AAD-FAFB,23-01-2019,3,4,3,3,1,3,5,5,
PR2787,20BA-5868,23-01-2019,3,5,5,2,1,4,3,2,
PR2788,45D7-5C8A,24-01-2019,5,5,2,2,1,5,3,3,
PR2789,AB03-8820,24-01-2019,4,2,4,1,0,5,3,2,
PR279,2FC6-7ED5,07-04-2014,4,2,2,2,3,2,4,3,
PR2790,B4E1-4A3E,25-01-2019,5,4,4,2,3,2,4,3,
PR2791,618D-7685,26-01-2019,5,5,4,3,0,2,5,5,
PR2792,FBED-F86B,26-01-2019,5,3,2,1,0,5,3,3,
PR2793,6227-9D9E,26-01-2019,5,5,4,3,0,3,3,2,
PR2794,B529-2745,26-01-2019,3,4,4,2,2,2,4,4,
PR2795,5A0B-7F31,28-01-2019,4,2,3,2,3,4,4,3,
PR2796,E4F4-11B9,28-01-2019,3,4,5,1,0,4,4,3,
PR2797,B303-8962,28-01-2019,3,5,3,3,1,3,4,4,
PR2798,98EE-8547,29-01-2019,4,3,2,3,0,5,3,2,
PR2799,041A-31B0,29-01-2019,2,2,4,3,1,2,3,2,
PR28,8AAD-FAFB,24-01-2013,4,2,3,3,0,2,3,3,
PR280,95D7-1CE9,09-04-2014,5,2,3,1,0,2,4,4,
PR2800,257B-8130,29-01-2019,3,3,2,1,0,3,3,2,
PR2801,7279-6591,30-01-2019,1,2,4,1,2,3,4,3,
PR2802,EEFC-DEC7,30-01-2019,1,1,3,1,1,3,5,5,
PR2803,2E7B-43F0,30-01-2019,3,3,3,1,2,3,4,4,
PR2804,4F22-FF67,30-01-2019,3,1,3,3,0,3,3,2,
PR2805,1180-BEC9,31-01-2019,2,1,1,1,2,1,5,4,
PR2806,EE04-1533,31-01-2019,4,3,4,1,2,4,5,4,
PR2807,B50B-5A18,01-02-2019,4,2,4,3,0,2,5,5,
PR2808,E099-3FCC,01-02-2019,4,3,4,3,3,4,4,3,
PR2809,8CF6-3079,02-02-2019,3,5,2,1,0,4,4,4,
PR281,B013-7D0C,10-04-2014,3,4,5,2,3,4,4,3,
PR2810,D7EE-56FC,02-02-2019,3,5,5,1,1,4,4,3,
PR2811,1F12-DDDA,02-02-2019,3,5,3,3,2,5,5,5,
PR2812,9658-7750,02-02-2019,5,5,4,3,3,3,4,3,
PR2813,B0C3-E578,02-02-2019,4,5,4,3,2,5,5,5,
PR2814,62A3-DEA7,03-02-2019,3,2,4,3,3,3,5,5,
PR2815,586E-5C14,03-02-2019,5,5,5,2,0,3,3,2,
PR2816,8EE9-E86D,04-02-2019,3,4,3,1,1,3,4,3,
PR2817,F3CD-9B5B,04-02-2019,3,3,4,1,1,2,4,4,
PR2818,AD0D-E79F,04-02-2019,4,5,2,1,0,5,4,4,
PR2819,D8B3-30D2,04-02-2019,5,4,3,1,2,2,5,4,
PR282,531D-788E,10-04-2014,5,3,4,1,0,5,5,5,
PR2820,B975-943A,04-02-2019,5,4,4,1,1,5,4,3,
PR2821,C250-AF15,04-02-2019,4,3,4,2,0,2,4,4,
PR2822,B122-D3D2,04-02-2019,3,2,5,2,1,3,4,4,
PR2823,151D-1FF2,05-02-2019,4,2,2,2,2,4,4,4,
PR2824,5476-CA0D,05-02-2019,3,5,4,2,2,5,3,2,
PR2825,D696-9D82,05-02-2019,3,5,3,2,2,4,5,5,
PR2826,1453-D3D8,06-02-2019,4,3,3,3,2,3,3,3,
PR2827,F1A8-7140,06-02-2019,5,5,5,2,2,5,3,2,
PR2828,C96F-0F3B,08-02-2019,3,2,5,2,1,2,4,4,
PR2829,EE39-C8F2,08-02-2019,5,5,3,3,2,3,5,4,
PR283,7BD4-7BFB,11-04-2014,3,2,4,2,2,4,5,4,
PR2830,DF63-0D3C,08-02-2019,4,2,5,2,1,4,5,5,
PR2831,B995-E5CE,08-02-2019,4,5,3,2,1,3,4,3,
PR2832,9DFE-1FD5,09-02-2019,4,2,3,2,0,2,3,2,
PR2833,0D1B-DEC2,10-02-2019,4,4,2,1,0,2,4,4,
PR2834,B407-ABCA,10-02-2019,3,3,3,3,2,3,3,3,
PR2835,5818-560C,10-02-2019,5,2,2,2,3,3,4,4,
PR2836,DB6C-3B2F,11-02-2019,4,4,4,2,2,4,5,5,
PR2837,8ED3-4377,11-02-2019,4,5,3,1,3,4,3,2,
PR2838,279C-7342,12-02-2019,3,5,4,1,1,3,4,4,
PR2839,83FD-F920,12-02-2019,3,5,5,1,3,3,4,4,
PR284,152E-8DB1,12-04-2014,4,2,4,2,2,3,5,4,
PR2840,B2D6-A355,12-02-2019,5,2,3,2,2,2,4,3,
PR2841,626A-9377,13-02-2019,5,2,4,1,2,3,4,3,
PR2842,0CF8-1EBD,13-02-2019,3,5,4,3,1,5,3,2,
PR2843,388D-DB68,13-02-2019,5,4,4,3,2,4,5,4,
PR2844,0DBC-596E,14-02-2019,3,5,2,1,0,2,5,4,
PR2845,55B1-3712,14-02-2019,4,3,3,3,0,3,4,3,
PR2846,5A04-0EB4,15-02-2019,5,3,2,1,2,3,5,4,
PR2847,111D-E5EF,15-02-2019,3,5,4,3,0,5,5,5,
PR2848,97F4-0B14,15-02-2019,4,5,2,3,2,5,5,5,
PR2849,3261-373A,16-02-2019,5,5,5,1,1,4,4,4,
PR285,1A7C-19DB,12-04-2014,4,3,4,3,1,2,4,3,
PR2850,5021-95FC,17-02-2019,3,3,4,3,2,5,3,2,
PR2851,B97B-73D7,17-02-2019,3,4,5,1,0,5,3,3,
PR2852,D351-C7E4,17-02-2019,3,2,2,3,3,3,3,2,
PR2853,EEA0-C109,17-02-2019,5,2,4,1,1,4,3,3,
PR2854,3C7D-86ED,18-02-2019,3,5,5,3,2,5,3,3,
PR2855,2219-56CA,20-02-2019,3,3,2,3,0,3,4,4,
PR2856,8FB2-4CE0,20-02-2019,4,5,2,3,0,2,5,4,
PR2857,B437-FCF8,20-02-2019,3,4,5,3,1,3,4,3,
PR2858,5237-1B85,21-02-2019,5,5,2,2,3,2,3,3,
PR2859,F968-671C,21-02-2019,5,5,3,1,2,3,3,3,
PR286,489B-14EC,12-04-2014,5,2,5,3,1,5,5,5,
PR2860,F997-FE6C,21-02-2019,3,3,3,3,2,4,4,4,
PR2861,CED0-8D31,21-02-2019,4,3,2,3,0,3,4,3,
PR2862,5B08-EF96,22-02-2019,3,5,2,3,0,3,3,2,
PR2863,E348-E12B,22-02-2019,5,2,2,3,1,3,5,5,
PR2864,8ACE-C5CE,22-02-2019,4,2,5,2,0,5,5,4,
PR2865,C6A8-4E8A,22-02-2019,3,5,4,3,1,4,5,5,
PR2866,C900-9EF9,22-02-2019,4,3,2,2,2,3,3,3,
PR2867,0F53-9877,22-02-2019,4,4,3,3,0,5,3,2,
PR2868,63DA-AA21,23-02-2019,3,2,4,2,0,4,5,5,
PR2869,3120-B11F,24-02-2019,5,5,4,3,1,4,4,4,
PR287,52CC-3E9E,13-04-2014,5,5,4,2,1,5,5,4,
PR2870,C016-FA12,25-02-2019,4,2,5,2,0,2,5,5,
PR2871,7816-BF57,25-02-2019,4,3,5,1,0,5,4,3,
PR2872,3560-C117,26-02-2019,4,5,3,1,0,4,3,2,
PR2873,1914-B934,26-02-2019,3,2,4,2,0,5,4,3,
PR2874,596B-33F4,27-02-2019,4,2,4,2,0,3,3,3,
PR2875,E7A6-33A3,27-02-2019,3,5,3,2,1,5,4,3,
PR2876,00D4-DD53,28-02-2019,3,2,5,2,0,5,3,3,
PR2877,7749-B277,28-02-2019,3,2,2,3,0,4,5,5,
PR2878,7823-0217,28-02-2019,3,2,2,1,0,2,4,3,
PR2879,6E7B-D50D,28-02-2019,5,2,4,3,0,2,3,2,
PR288,C5C2-985F,14-04-2014,4,2,5,1,0,2,5,4,
PR2880,17AD-99F5,01-03-2019,3,2,3,2,1,5,3,3,
PR2881,CC8A-0B1F,01-03-2019,4,2,5,2,1,5,4,3,
PR2882,DE22-FB63,01-03-2019,3,4,2,2,1,5,5,5,
PR2883,A366-C17A,01-03-2019,5,3,3,2,3,4,5,4,
PR2884,6EDB-94B7,01-03-2019,4,4,2,3,0,2,4,3,
PR2885,93B1-6510,01-03-2019,5,2,4,2,0,3,4,4,
PR2886,EACC-D1F6,02-03-2019,5,3,5,1,1,4,3,3,
PR2887,21B3-8491,02-03-2019,5,4,5,1,3,2,5,4,
PR2888,ABB5-0B95,02-03-2019,3,3,5,2,2,3,4,3,
PR2889,C57E-6E4F,03-03-2019,4,3,2,2,2,4,3,3,
PR289,CDFB-6A08,14-04-2014,5,4,4,3,1,5,3,3,
PR2890,CC2F-670E,03-03-2019,4,3,3,3,1,2,3,3,
PR2891,FD0B-7B0A,03-03-2019,4,5,2,1,2,5,4,3,
PR2892,0322-D46B,03-03-2019,3,3,2,3,0,3,5,5,
PR2893,06B9-B79D,04-03-2019,4,3,2,3,0,3,4,4,
PR2894,1054-9C3B,05-03-2019,3,2,2,3,0,4,5,5,
PR2895,155B-42BE,05-03-2019,5,2,2,1,0,2,4,4,
PR2896,5222-EBE1,05-03-2019,5,5,4,1,2,2,4,4,
PR2897,B1EC-849B,05-03-2019,3,5,5,1,2,5,4,3,
PR2898,468A-E249,05-03-2019,5,5,5,1,1,4,5,4,
PR2899,8567-5B27,06-03-2019,3,5,4,1,0,3,5,5,
PR29,45D7-5C8A,25-01-2013,5,3,5,3,0,4,5,5,
PR290,EE91-1A9C,15-04-2014,3,5,3,1,0,4,5,5,
PR2900,D970-9F5E,06-03-2019,4,5,5,3,0,3,4,3,
PR2901,EAB1-2EB2,06-03-2019,4,4,5,2,1,3,3,3,
PR2902,ACD5-5FA2,06-03-2019,3,3,5,1,0,2,5,5,
PR2903,E7F5-0AD1,06-03-2019,3,2,2,3,0,5,3,2,
PR2904,3044-EB49,06-03-2019,5,2,2,1,1,3,5,4,
PR2905,7EE7-2C43,07-03-2019,3,5,3,3,3,4,3,3,
PR2906,D954-6402,07-03-2019,4,3,5,2,1,2,4,3,
PR2907,73CF-4956,07-03-2019,4,5,2,3,0,3,5,4,
PR2908,E3B6-49F8,07-03-2019,5,5,5,3,2,4,4,3,
PR2909,D86B-2E5E,08-03-2019,5,5,3,1,1,3,5,5,
PR291,7CFC-C4DA,15-04-2014,5,3,4,2,1,5,3,3,
PR2910,4B6E-3C21,09-03-2019,4,2,4,1,1,5,4,3,
PR2911,40A9-8EB0,09-03-2019,5,2,4,2,1,4,4,3,
PR2912,0C23-26DD,09-03-2019,3,5,4,2,0,3,5,5,
PR2913,B005-602F,10-03-2019,4,2,4,1,1,2,4,3,
PR2914,4A0E-9958,11-03-2019,4,4,3,2,1,2,4,3,
PR2915,CFE3-312D,11-03-2019,3,2,4,1,0,4,5,5,
PR2916,A590-DF69,12-03-2019,5,5,4,1,3,2,4,3,
PR2917,68FB-06A7,13-03-2019,4,2,4,3,0,3,4,4,
PR2918,2551-DD9B,13-03-2019,5,2,4,3,3,4,5,4,
PR2919,56A5-271B,13-03-2019,4,5,4,3,1,2,3,3,
PR292,7A98-768E,17-04-2014,3,4,4,2,2,3,5,4,
PR2920,B3FE-D332,13-03-2019,5,5,3,2,0,2,4,3,
PR2921,4F28-CFAF,14-03-2019,5,4,3,3,1,3,3,2,
PR2922,7C80-94E0,14-03-2019,4,4,2,2,1,4,4,4,
PR2923,8233-2483,14-03-2019,3,4,5,1,3,2,5,5,
PR2924,5F4E-EE5A,14-03-2019,3,3,4,1,0,5,4,4,
PR2925,3C31-30CB,14-03-2019,5,5,5,1,1,5,3,3,
PR2926,A7BB-F5A7,15-03-2019,3,4,4,2,2,4,3,2,
PR2927,D383-714B,15-03-2019,5,4,4,3,1,3,5,4,
PR2928,4500-37EB,16-03-2019,4,5,2,2,1,5,5,4,
PR2929,528C-3E0D,16-03-2019,3,4,4,3,1,3,5,5,
PR293,C3C0-349E,17-04-2014,5,3,2,1,1,5,4,3,
PR2930,D077-169C,17-03-2019,4,3,5,3,1,2,5,4,
PR2931,B44E-8AEE,17-03-2019,4,2,4,1,1,2,3,2,
PR2932,9727-BC84,18-03-2019,3,5,2,1,0,5,5,4,
PR2933,DA8E-9496,18-03-2019,3,3,3,3,1,3,4,3,
PR2934,DEC5-9319,18-03-2019,4,3,2,3,0,2,5,4,
PR2935,88B8-EB84,19-03-2019,5,3,5,1,2,4,4,4,
PR2936,9C57-828C,19-03-2019,4,2,5,3,0,5,4,3,
PR2937,7961-A93B,19-03-2019,4,2,4,3,2,2,4,4,
PR2938,59F5-F57D,21-03-2019,3,3,2,2,2,5,4,4,
PR2939,25F5-0EAF,21-03-2019,4,3,4,3,1,3,4,3,
PR294,5D69-D350,18-04-2014,3,2,3,1,1,4,4,4,
PR2940,40CC-6231,21-03-2019,4,2,3,2,2,5,5,4,
PR2941,8F38-A4DD,21-03-2019,3,3,5,1,0,2,4,4,
PR2942,E1B4-9AA1,22-03-2019,5,3,5,2,1,2,4,4,
PR2943,3CD6-5587,23-03-2019,3,4,4,2,2,3,4,4,
PR2944,BAFA-86DF,23-03-2019,5,3,5,3,1,5,5,5,
PR2945,C6D7-A568,23-03-2019,4,3,3,2,1,4,3,3,
PR2946,5160-53BD,24-03-2019,4,5,4,3,2,2,3,2,
PR2947,81FF-8D6C,24-03-2019,4,3,5,2,1,4,5,5,
PR2948,84E7-02D4,25-03-2019,4,5,4,3,0,2,3,2,
PR2949,6010-A052,25-03-2019,3,4,3,2,1,4,4,4,
PR295,4BE1-4A7B,18-04-2014,3,2,2,3,0,5,4,3,
PR2950,5634-9D10,25-03-2019,4,5,4,1,0,4,4,4,
PR2951,5F2E-A68B,26-03-2019,5,3,3,3,2,5,3,2,
PR2952,E442-1FEE,26-03-2019,5,2,3,1,1,2,3,3,
PR2953,6176-3BEE,27-03-2019,3,2,5,2,3,5,5,5,
PR2954,47A0-559B,27-03-2019,4,4,3,3,2,5,3,2,
PR2955,A954-6310,27-03-2019,5,2,2,3,0,2,5,4,
PR2956,C525-8BB9,27-03-2019,4,4,4,1,2,4,4,3,
PR2957,9AAB-DCD0,28-03-2019,4,4,4,3,0,4,3,3,
PR2958,9412-7AA6,28-03-2019,4,5,2,3,1,3,4,3,
PR2959,00E4-3D60,29-03-2019,5,5,5,2,2,4,4,4,
PR296,C661-6A1C,21-04-2014,4,3,2,1,2,3,4,4,
PR2960,DD1E-583D,29-03-2019,4,3,2,1,1,5,4,4,
PR2961,03C5-51AD,30-03-2019,4,5,4,3,0,3,4,4,
PR2962,A807-DE5D,30-03-2019,5,4,4,1,1,4,5,4,
